Date,PUT_90,PUT_75,PUT_60,PUT_50,PUT_40,PUT_25,PUT_10,ATM,CALL_10,CALL_25,CALL_40,CALL_50,CALL_60,CALL_75,CALL_90
2005-01-04,0.35274075979115693,0.4081671772915634,1.1110477461067205,1.995085370545823,3.8859532443186424,8.420566849433953,15.007946080614431,16.289569467920387,11.531928867563408,6.711831109967818,3.6317673992650157,2.3154045221908746,1.7516319019170936,1.1868900554924835,0.8159486261574003
2005-01-05,0.350739692905055,0.4120426584210364,1.149387472554622,2.0794343940590636,3.997521920484587,8.56787389088646,15.173616009247496,16.40480803109847,11.464995461009437,6.737748462185664,3.713879489262837,2.4120012441017025,1.8349765628531998,1.2469571975330354,0.8595374869840526
2005-01-06,0.27364279454977236,0.38931676174768626,1.0140075843446823,1.797165242268406,3.5281693004531576,7.793842865510669,14.146799432469038,15.75898115907762,11.601413512213355,6.606525210191137,3.4284150918928162,2.094754147570683,1.5302437176601273,0.979551106402532,0.6357569132659222
2005-01-07,0.2550865193927905,0.32483244395342936,0.8738659516036194,1.5814750651561411,3.190887810823284,7.2683706112561595,13.47915508406544,15.23856164332119,11.191831712333283,6.226645236594209,3.1245612776609732,1.8539297203642207,1.3236397892570153,0.8178382852220523,0.5123077743000479
2005-01-10,0.23372002363321087,0.3230227486706738,0.8576217214399975,1.5449329233628788,3.2917643289935086,7.6980894856646955,14.271052625844163,15.197666592242399,11.221828740412207,6.214782946597268,3.0881548990959686,1.8127620959663204,1.3786980902011123,0.945197932417237,0.6579943833772361
2005-01-11,0.2363765885028961,0.35020514177931616,0.8741152618482744,1.5313179475484162,3.353946899903036,7.950570148276995,14.726127880930107,15.111496835366324,11.550610002198937,6.38254209759026,3.1263764703465995,1.798498868213116,1.4214605311157271,1.0300670226218926,0.755704185465639
2005-01-12,0.20701471665937277,0.25701677303426607,0.600057421673597,1.0314816713758432,2.6019209055857857,6.927405115998113,13.594277925917993,13.732481956459651,11.170744052680107,5.772430837377158,2.4769233642323627,1.2305739040037764,0.9831373706329174,0.7210910243439201,0.5329440268101493
2005-01-13,0.22139986086609298,0.3307858621403703,0.6133165609862274,0.923544139769632,2.472912696732152,6.837690101752571,13.589990839493396,13.370319594921853,12.216879014590859,6.264095400133272,2.5134690127790975,1.1093891276089636,0.9110616749477458,0.6960958912756681,0.5321420611859509
2005-01-14,0.19524581076924186,0.2054774837268205,0.3621193487639758,0.5257240297631469,1.9221815888464846,6.344076704591714,13.355315509568243,11.949218503310135,11.326914913567407,5.3754343023703655,1.8241533727079116,0.6443623273657053,0.6296572348333171,0.5713401135228438,0.49345825903735374
2005-01-18,0.15934296025067063,0.9355559622675571,1.0954499350704623,1.160036914538054,3.803992766048225,10.368937481738215,19.0668523198741,14.119357300070078,16.415625877644175,8.957344943500345,3.5864866536678903,1.3705364550203143,1.7075856949610966,1.967625745865817,2.0371580664877484
2005-01-19,0.21034861597781074,1.0538311101957305,1.030904107650727,0.886217859658089,3.7563110077952047,11.00258584822808,20.332994603680277,13.446257816236312,17.36218881884855,9.347334486227282,3.435116221447032,1.047415482565114,1.6979202801321236,2.2733348822892196,2.546721075977061
2005-01-20,0.24843919882223986,0.06496193557851182,0.12020171618791586,0.1774823421041134,3.877683944785133,13.550463771927127,24.871258705932917,9.930111191022206,9.400169325810964,3.853869039111629,0.9723016571254135,0.2329776856283381,1.7513581981134365,3.5629513974821805,4.689231218685592
2005-01-21,0.2704923345890755,0.3562534316178976,1.117892881413482,2.1148801823933923,3.9412324369278053,8.283321258059402,14.636394187934059,16.520124771592577,10.825732969944625,6.431102464945127,3.656739920207002,2.457178816157011,1.7988229716407886,1.147108714707116,0.7397090586759845
2005-01-24,0.2827468091811731,0.39825064286951317,1.1721914410656353,2.1609331304115074,4.089713381332956,8.646918993325642,15.2193525661242,16.682947868525844,11.220407998173698,6.668930011301086,3.7661576735222866,2.5071266715447393,1.89210633507426,1.2738920590585394,0.8696314131097864
2005-01-25,0.2340953351539028,0.29806014429003724,0.9499297142390475,1.8271076889741096,3.6050496688614544,7.957744517960862,14.395655356031739,15.865291859734043,10.531251531194243,6.068045734873522,3.300328701331125,2.135388834284612,1.5828597823253006,1.0364402623518743,0.6886583764312704
2005-01-26,0.1826713000734017,0.2037181372762511,0.7273438493410751,1.4835047814339077,3.0827731787323103,7.180476646458601,13.443551897787415,14.997958469080459,9.713125317364302,5.384525703318786,2.797911021795926,1.7501871243577227,1.2649995056417396,0.7963847975967866,0.5091508962732618
2005-01-27,0.15053093966964148,0.16190197119778382,0.6180137879540553,1.3054633340755686,2.849807796453206,6.909974193987978,13.191786974882973,14.533149928035641,9.277216521982439,5.019109848855294,2.53177251851767,1.5484395028345261,1.1261069667411334,0.7182211642581677,0.4658393610833471
